gse_id,contact_country,date_cleaned,sex,race,sex_ratio,race_dist_score,DEI score
GSE83130,USA,2016-06-08,0.0,0.0,0.0,0.0,0.0
GSE62486,GBR,2014-10-18,0.0,0.0,0.0,0.0,0.0
GSE71725,DEU,2015-05-11,0.0,0.0,0.0,0.0,0.0
GSE82191,USA,2016-06-02,0.0,0.0,0.0,0.0,0.0
GSE82221,USA,2016-05-19,0.0,0.0,0.0,0.0,0.0
GSE77859,USA,2016-02-11,0.0,0.0,0.0,0.0,0.0
GSE75540,IND,2015-12-01,0.0,0.0,0.0,0.0,0.0
GSE75037,USA,2015-11-16,0.0,0.9879518072289156,0.0,0.5378917214039759,4.489698950319639
GSE59491,CAN,2014-07-16,0.0,0.0,0.0,0.0,0.0
GSE56816,USA,2014-04-15,0.0,0.0,0.0,0.0,0.0
GSE69000,ITA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE68891,ITA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE72624,USA,2015-09-02,0.0,0.0,0.0,0.0,0.0
GSE81934,USA,2016-05-26,0.0,0.0,0.0,0.0,0.0
GSE67684,SGP,2015-04-08,0.0,0.0,0.0,0.0,0.0
GSE77344,CAN,2016-01-28,1.0,0.0,0.2728922546147641,0.0,3.545784509229528
GSE77343,CAN,2016-01-28,1.0,0.0,0.023482590822288762,0.0,3.0469651816445777
GSE60690,USA,2014-08-22,0.0,0.0,0.0,0.0,0.0
GSE75511,USA,2015-11-30,0.0,0.0,0.0,0.0,0.0
GSE77955,USA,2016-02-16,0.0,0.0,0.0,0.0,0.0
GSE79958,CAN,2016-05-02,0.0,0.0,0.0,0.0,0.0
GSE79957,CAN,2016-05-02,0.0,0.0,0.0,0.0,0.0
GSE79956,CAN,2016-05-02,0.0,0.0,0.0,0.0,0.0
GSE75010,CAN,2015-11-13,0.0,0.0,0.0,0.0,0.0
GSE72430,USA,2015-08-27,0.0,0.0,0.0,0.0,0.0
GSE77087,USA,2016-01-21,0.0,0.9807692307692307,0.0,0.38437817906178073,4.307455102138704
GSE72291,USA,2015-08-24,0.0,0.0,0.0,0.0,0.0
GSE81184,USA,2015-03-27,0.0,0.0,0.0,0.0,0.0
GSE80058,USA,2016-04-08,0.0,0.0,0.0,0.0,0.0
GSE81067,CAN,2016-05-03,0.0,0.0,0.0,0.0,0.0
GSE80013,USA,2016-04-07,0.0,0.0,0.0,0.0,0.0
GSE73162,USA,2015-09-17,0.0,0.0,0.0,0.0,0.0
GSE72874,AUS,2015-09-09,0.0,0.0,0.0,0.0,0.0
GSE64041,CHE,2016-02-02,0.0,0.0,0.0,0.0,0.0
GSE79171,USA,2016-03-10,0.0,0.0,0.0,0.0,0.0
GSE46539,TWN,2013-05-01,0.0,0.0,0.0,0.0,0.0
GSE80060,CHE,2016-04-08,0.0,0.0,0.0,0.0,0.0
GSE68204,ITA,2015-04-23,0.0,0.0,0.0,0.0,0.0
GSE66664,DEU,2015-03-09,0.0,0.0,0.0,0.0,0.0
GSE56768,USA,2014-04-14,0.0,0.0,0.0,0.0,0.0
GSE56767,USA,2014-04-14,0.0,0.0,0.0,0.0,0.0
GSE56766,USA,2014-04-14,0.0,0.0,0.0,0.0,0.0
GSE68004,USA,2015-04-17,0.0,0.7716049382716049,0.0,0.35935646286061534,3.445776215947035
GSE65391,USA,2015-01-28,0.0,0.0,0.0,0.0,0.0
GSE75034,NOR,2011-02-23,0.0,0.0,0.0,0.0,0.0
GSE73237,GBR,2015-09-20,0.0,0.0,0.0,0.0,0.0
GSE73235,GBR,2015-09-20,0.0,0.0,0.0,0.0,0.0
GSE72723,NOR,2011-02-23,0.0,0.0,0.0,0.0,0.0
GSE77634,USA,2016-01-28,0.0,0.0,0.0,0.0,0.0
GSE69850,USA,2015-06-12,0.0,0.0,0.0,0.0,0.0
GSE69849,USA,2015-06-12,0.0,0.0,0.0,0.0,0.0
GSE69845,USA,2015-06-12,0.0,0.0,0.0,0.0,0.0
GSE69844,USA,2015-06-12,0.0,0.0,0.0,0.0,0.0
GSE69851,USA,2015-06-12,0.0,0.0,0.0,0.0,0.0
GSE45827,FRA,2013-04-05,0.0,0.0,0.0,0.0,0.0
GSE79372,NLD,2016-03-18,0.1717171717171717,0.0,0.4756292741092194,0.0,1.466410063369954
GSE67061,CHN,2015-03-19,0.0,0.0,0.0,0.0,0.0
GSE74143,USA,2015-10-19,0.0,0.0,0.0,0.0,0.0
GSE67255,USA,2015-03-25,0.0,0.0,0.0,0.0,0.0
GSE72220,USA,2015-08-20,0.0,0.0,0.0,0.0,0.0
GSE78958,USA,2016-03-07,0.0,0.0,0.0,0.0,0.0
GSE71121,FRA,2015-07-20,0.0,0.0,0.0,0.0,0.0
GSE71118,FRA,2015-07-20,0.0,0.0,0.0,0.0,0.0
GSE78806,USA,2016-03-01,0.0,0.0,0.0,0.0,0.0
GSE77659,USA,2010-06-03,0.0,0.0,0.0,0.0,0.0
GSE77658,USA,2010-06-03,0.0,0.0,0.0,0.0,0.0
GSE74681,USA,2015-11-04,0.0,0.0,0.0,0.0,0.0
GSE77350,AUS,2016-01-28,0.0,0.0,0.0,0.0,0.0
GSE78132,DEU,2016-02-19,0.0,0.0,0.0,0.0,0.0
GSE66418,FRA,2015-03-02,0.0,0.0,0.0,0.0,0.0
GSE73482,AUS,2015-09-28,0.0,0.0,0.0,0.0,0.0
GSE73038,DEU,2015-09-15,0.0,0.0,0.0,0.0,0.0
GSE78193,USA,2016-02-23,0.0,0.0,0.0,0.0,0.0
GSE66722,USA,2015-03-10,0.0,0.0,0.0,0.0,0.0
GSE62044,SGP,2014-10-02,0.0,0.0,0.0,0.0,0.0
GSE62043,SGP,2014-10-03,0.0,0.0,0.0,0.0,0.0
GSE77930,USA,2015-02-23,0.0,0.0,0.0,0.0,0.0
GSE70784,USA,2015-07-10,0.0,0.0,0.0,0.0,0.0
GSE70774,USA,2015-07-10,0.0,0.0,0.0,0.0,0.0
GSE35936,GBR,2012-02-16,0.0,0.0,0.0,0.0,0.0
GSE77803,DNK,2016-02-10,0.0,0.0,0.0,0.0,0.0
GSE76360,USA,2015-12-28,0.0,0.0,0.0,0.0,0.0
GSE54331,BEL,2014-01-23,0.0,0.0,0.0,0.0,0.0
GSE54329,BEL,2014-01-23,0.0,0.0,0.0,0.0,0.0
GSE65095,BEL,2015-01-20,0.0,0.0,0.0,0.0,0.0
GSE55917,CAN,2014-03-11,0.0,0.0,0.0,0.0,0.0
GSE67311,USA,2015-03-26,0.0,0.0,0.0,0.0,0.0
GSE66214,USA,2015-02-23,0.0,0.0,0.0,0.0,0.0
GSE74975,USA,2015-11-13,0.0,0.0,0.0,0.0,0.0
GSE65221,USA,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE71181,ITA,2015-07-21,0.0,0.0,0.0,0.0,0.0
GSE63990,USA,2014-12-09,0.0,0.0,0.0,0.0,0.0
GSE59630,USA,2014-07-21,1.0,0.0,0.5787144591257811,0.0,4.157428918251562
GSE72951,NLD,2015-09-11,0.0,0.0,0.0,0.0,0.0
GSE76882,USA,2016-01-14,0.0,0.0,0.0,0.0,0.0
GSE76886,USA,2013-03-22,0.0,0.0,0.0,0.0,0.0
GSE67059,USA,2015-03-19,0.17218543046357615,1.0,0.04581891964799123,0.4801988498793408,5.088392980566051
GSE76809,USA,2007-10-10,0.0,0.0,0.0,0.0,0.0
GSE76705,USA,2016-01-11,0.0,0.0,0.0,0.0,0.0
GSE69207,SGP,2015-05-26,0.0,0.0,0.0,0.0,0.0
GSE65834,USA,2015-02-10,0.0,0.0,0.0,0.0,0.0
GSE76551,USA,2016-01-05,0.0,0.0,0.0,0.0,0.0
GSE66760,JPN,2015-03-10,0.0,0.0,0.0,0.0,0.0
GSE74816,BRA,2015-11-09,0.0,0.0,0.0,0.0,0.0
GSE68057,NLD,2015-04-20,0.0,0.0,0.0,0.0,0.0
GSE76250,CHN,2015-12-22,0.0,0.0,0.0,0.0,0.0
GSE63270,USA,2014-11-13,0.0,0.0,0.0,0.0,0.0
GSE12805,USA,2008-08-21,0.0,0.0,0.0,0.0,0.0
GSE73439,USA,2015-09-25,0.0,0.0,0.0,0.0,0.0
GSE71620,USA,2015-07-31,1.0,1.0,0.007916832365756687,0.6062634087461196,7.622097073477633
GSE70617,BEL,2015-07-07,0.0,0.0,0.0,0.0,0.0
GSE69029,ITA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE68871,ITA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE66795,GBR,2015-03-11,0.0,0.0,0.0,0.0,0.0
GSE61578,USA,2014-09-19,0.0,0.0,0.0,0.0,0.0
GSE35570,POL,2012-02-06,0.0,0.0,0.0,0.0,0.0
GSE27211,IRL,2011-02-05,0.0,0.0,0.0,0.0,0.0
GSE27210,IRL,2011-02-09,0.0,0.0,0.0,0.0,0.0
GSE76275,USA,2015-12-17,0.0,0.9849056603773585,0.0,0.8704941152888743,4.810116756798308
GSE68896,USA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE71766,USA,2015-08-05,0.0,0.0,0.0,0.0,0.0
GSE76124,USA,2015-12-17,0.0,0.9797979797979798,0.0,0.8490524049265221,4.768244324118442
GSE74685,USA,2015-02-23,0.0,0.0,0.0,0.0,0.0
GSE76040,USA,2015-12-15,0.0,0.0,0.0,0.0,0.0
GSE74817,BRA,2015-11-09,0.0,0.0,0.0,0.0,0.0
GSE74813,BRA,2015-11-09,0.0,0.0,0.0,0.0,0.0
GSE71258,USA,2015-07-23,0.0,0.0,0.0,0.0,0.0
GSE70323,ITA,2015-06-24,0.0,0.0,0.0,0.0,0.0
GSE75685,MEX,2015-12-03,0.0,0.0,0.0,0.0,0.0
GSE67663,USA,2015-04-08,0.0,0.0,0.0,0.0,0.0
GSE61725,AUS,2014-09-24,0.0,0.0,0.0,0.0,0.0
GSE50006,USA,2013-08-19,0.0,0.0,0.0,0.0,0.0
GSE70603,DEU,2015-07-07,0.0,0.0,0.0,0.0,0.0
GSE73810,USA,2015-10-05,0.0,0.0,0.0,0.0,0.0
GSE75324,USA,2015-11-23,0.0,0.0,0.0,0.0,0.0
GSE73408,USA,2015-09-24,0.0,1.0,0.0,0.4380425338292632,4.438042533829263
GSE65403,USA,2015-01-28,0.0,0.0,0.0,0.0,0.0
GSE48000,USA,2013-06-17,0.0,0.0,0.0,0.0,0.0
GSE64258,JPN,2014-12-16,0.0,0.0,0.0,0.0,0.0
GSE64256,JPN,2014-12-16,0.0,0.0,0.0,0.0,0.0
GSE68526,USA,2015-05-04,0.0,0.0,0.0,0.0,0.0
GSE66863,NOR,2015-03-13,0.0,0.0,0.0,0.0,0.0
GSE67180,DEU,2015-03-23,0.0,0.0,0.0,0.0,0.0
GSE60680,SWE,2014-08-22,0.0,0.0,0.0,0.0,0.0
GSE74786,USA,2015-09-16,0.0,0.9714285714285714,0.0,0.43742982305338607,4.323144108767671
GSE71957,EST,2015-08-11,0.0,0.0,0.0,0.0,0.0
GSE60980,NOR,2014-09-02,0.0,0.0,0.0,0.0,0.0
GSE64930,DEU,2015-01-13,0.0,0.0,0.0,0.0,0.0
GSE59734,USA,2014-07-24,0.0,0.0,0.0,0.0,0.0
GSE65205,USA,2015-01-21,0.0,0.0,0.0,0.0,0.0
GSE42099,JPN,2012-11-07,0.0,0.0,0.0,0.0,0.0
GSE67940,USA,2015-04-15,0.0,0.0,0.0,0.0,0.0
GSE74224,USA,2015-10-21,0.0,0.0,0.0,0.0,0.0
GSE41862,USA,2012-10-26,0.0,0.0,0.0,0.0,0.0
GSE41861,USA,2012-10-26,1.0,0.0,0.8618475799786243,0.0,4.7236951599572485
GSE72923,USA,2015-10-20,0.0,0.0,0.0,0.0,0.0
GSE72094,USA,2015-08-14,0.0,0.9389140271493213,0.0,0.8433306128823872,4.5989867214796725
GSE47862,USA,2013-06-11,0.0,0.0,0.0,0.0,0.0
GSE47861,USA,2013-06-11,0.0,0.0,0.0,0.0,0.0
GSE47860,USA,2013-06-11,0.0,0.0,0.0,0.0,0.0
GSE41767,JPN,2012-10-23,0.0,0.0,0.0,0.0,0.0
GSE41670,USA,2012-10-17,0.0,0.0,0.0,0.0,0.0
GSE66399,ITA,2015-02-25,0.0,0.0,0.0,0.0,0.0
GSE58411,GBR,2014-06-11,0.0,0.0,0.0,0.0,0.0
GSE73614,USA,2015-09-30,0.0,0.0,0.0,0.0,0.0
GSE68049,USA,2015-04-20,0.0,0.0,0.0,0.0,0.0
GSE64176,USA,2014-12-15,0.0,0.0,0.0,0.0,0.0
GSE62743,USA,2014-10-27,0.0,0.0,0.0,0.0,0.0
GSE37025,USA,2015-04-16,0.0,0.0,0.0,0.0,0.0
GSE16881,BEL,2009-06-29,0.0,0.0,0.0,0.0,0.0
GSE69053,GBR,2015-05-19,0.0,0.0,0.0,0.0,0.0
GSE69051,GBR,2015-05-19,0.0,0.0,0.0,0.0,0.0
GSE73378,NLD,2015-09-23,0.0,0.0,0.0,0.0,0.0
GSE73174,DEU,2015-09-16,0.0,0.0,0.0,0.0,0.0
GSE71010,USA,2015-07-16,0.0,0.0,0.0,0.0,0.0
GSE63063,GBR,2014-11-06,0.0,0.0,0.0,0.0,0.0
GSE63061,GBR,2014-11-06,0.0,0.0,0.0,0.0,0.0
GSE63060,GBR,2014-11-06,0.0,0.0,0.0,0.0,0.0
GSE62144,BEL,2014-10-07,0.0,0.0,0.0,0.0,0.0
GSE60438,AUS,2014-08-15,0.992,0.0,0.7960801105981586,0.0,4.568160221196317
GSE48264,GBR,2013-06-25,0.0,0.0,0.0,0.0,0.0
GSE47969,GBR,2013-06-14,0.0,0.0,0.0,0.0,0.0
GSE70494,USA,2015-07-01,0.0,0.0,0.0,0.0,0.0
GSE21891,USA,2010-05-18,0.0,0.0,0.0,0.0,0.0
GSE69524,USA,2015-05-05,0.0,0.0,0.0,0.0,0.0
GSE49481,DNK,2012-08-14,0.0,0.0,0.0,0.0,0.0
GSE59829,ITA,2014-07-28,0.0,0.0,0.0,0.0,0.0
GSE71571,USA,2015-07-30,0.0,0.0,0.0,0.0,0.0
GSE73089,USA,2015-09-16,0.0,0.9666666666666667,0.0,0.45494012737836664,4.321606794045033
GSE68453,USA,2015-04-30,0.0,0.0,0.0,0.0,0.0
GSE65186,USA,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE68339,NOR,2015-04-28,0.0,0.0,0.0,0.0,0.0
GSE60244,USA,2014-08-08,0.0,1.0,0.0,0.5085894201843778,4.508589420184378
GSE55849,USA,2014-03-12,0.0,0.0,0.0,0.0,0.0
GSE71729,USA,2015-08-04,0.0,0.0,0.0,0.0,0.0
GSE59216,USA,2014-07-08,1.0,0.0,0.42599701143697377,0.0,3.8519940228739475
GSE70478,DEU,2015-07-01,0.0,0.0,0.0,0.0,0.0
GSE72219,SWE,2015-08-19,0.0,0.0,0.0,0.0,0.0
GSE55278,USA,2014-02-22,0.0,0.0,0.0,0.0,0.0
GSE55277,USA,2014-02-22,0.0,0.0,0.0,0.0,0.0
GSE55276,USA,2014-02-22,0.0,0.0,0.0,0.0,0.0
GSE31162,USA,2011-08-02,0.0,0.0,0.0,0.0,0.0
GSE31161,USA,2011-08-02,0.0,0.0,0.0,0.0,0.0
GSE70044,SGP,2015-06-19,0.0,0.0,0.0,0.0,0.0
GSE70770,GBR,2015-07-10,0.0,0.0,0.0,0.0,0.0
GSE70768,GBR,2015-07-10,0.0,0.0,0.0,0.0,0.0
GSE64333,USA,2014-12-18,0.0,0.0,0.0,0.0,0.0
GSE71220,CAN,2015-07-22,1.0,0.0,0.18094017285879227,0.0,3.3618803457175845
GSE66166,CAN,2015-02-20,0.0,0.0,0.0,0.0,0.0
GSE67936,AUS,2015-04-15,0.0,0.0,0.0,0.0,0.0
GSE66298,USA,2015-02-25,0.0,0.0,0.0,0.0,0.0
GSE60408,USA,2014-08-13,0.0,0.0,0.0,0.0,0.0
GSE48091,SWE,2013-06-19,0.0,0.0,0.0,0.0,0.0
GSE69686,USA,2015-06-09,0.0,0.0,0.0,0.0,0.0
GSE65682,NLD,2015-02-05,0.0,0.0,0.0,0.0,0.0
GSE66293,ITA,2015-02-25,0.0,0.0,0.0,0.0,0.0
GSE66291,ITA,2015-02-25,0.0,0.0,0.0,0.0,0.0
GSE63514,USA,2014-11-20,0.0,0.0,0.0,0.0,0.0
GSE65907,DEU,2015-02-13,0.0,0.0,0.0,0.0,0.0
GSE65858,DEU,2015-02-11,0.0,0.0,0.0,0.0,0.0
GSE56409,GBR,2014-04-01,0.0,0.0,0.0,0.0,0.0
GSE59266,USA,2014-07-09,0.0,0.0,0.0,0.0,0.0
GSE59264,USA,2014-07-09,0.0,0.0,0.0,0.0,0.0
GSE69938,FIN,2015-06-16,0.0,0.0,0.0,0.0,0.0
GSE40788,USA,2012-09-11,0.0,0.0,0.0,0.0,0.0
GSE32603,USA,2011-10-04,0.0,0.0,0.0,0.0,0.0
GSE58331,USA,2014-06-09,0.0,0.0,0.0,0.0,0.0
GSE69528,USA,2015-06-03,0.0,0.0,0.0,0.0,0.0
GSE52904,MEX,2013-12-02,0.0,0.0,0.0,0.0,0.0
GSE69034,USA,2015-05-19,0.0,0.0,0.0,0.0,0.0
GSE59857,ITA,2014-07-29,0.0,0.0,0.0,0.0,0.0
GSE58445,USA,2014-06-13,0.0,0.0,0.0,0.0,0.0
GSE58144,NLD,2014-06-02,0.0,0.0,0.0,0.0,0.0
GSE57475,USA,2014-05-08,0.0,0.0,0.0,0.0,0.0
GSE54275,DNK,2012-08-14,0.0,0.0,0.0,0.0,0.0
GSE51529,ITA,2013-10-22,0.0,0.0,0.0,0.0,0.0
GSE51528,ITA,2013-10-22,0.0,0.0,0.0,0.0,0.0
GSE68182,USA,2015-04-23,0.0,0.0,0.0,0.0,0.0
GSE59071,BEL,2014-07-03,0.0,0.0,0.0,0.0,0.0
GSE58095,USA,2013-05-21,0.0,0.9607843137254902,0.0,0.28799078299105185,4.131128037893013
GSE65615,GBR,2015-02-17,0.0,0.0,0.0,0.0,0.0
GSE68527,ISR,2015-05-04,0.0,0.0,0.0,0.0,0.0
GSE46734,USA,2013-05-08,0.0,0.0,0.0,0.0,0.0
GSE64415,DEU,2014-12-22,0.0,0.0,0.0,0.0,0.0
GSE59867,POL,2014-07-29,0.0,0.0,0.0,0.0,0.0
GSE69031,USA,2015-05-19,0.0,0.0,0.0,0.0,0.0
GSE58812,FRA,2014-06-25,0.0,0.0,0.0,0.0,0.0
GSE57132,NLD,2014-04-25,0.0,0.0,0.0,0.0,0.0
GSE29429,USA,2011-05-20,0.0,0.5560344827586207,0.0,0.593821239533964,2.8179591705684466
GSE66499,USA,2015-03-04,0.0,0.0,0.0,0.0,0.0
GSE68956,USA,2015-05-15,0.0,0.0,0.0,0.0,0.0
GSE68950,USA,2015-05-15,0.0,0.0,0.0,0.0,0.0
GSE68928,USA,2015-05-15,0.0,0.0,0.0,0.0,0.0
GSE68907,USA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE68892,USA,2015-05-14,0.0,0.0,0.0,0.0,0.0
GSE55447,USA,2014-02-27,0.0,0.0,0.0,0.0,0.0
GSE68850,USA,2015-05-13,0.0,0.0,0.0,0.0,0.0
GSE68848,USA,2015-05-13,0.0,0.0,0.0,0.0,0.0
GSE68833,USA,2015-05-13,0.0,0.0,0.0,0.0,0.0
GSE48278,USA,2013-06-25,1.0,0.0,0.9440482918240689,0.0,4.888096583648138
GSE45291,USA,2013-03-19,0.0,0.0,0.0,0.0,0.0
GSE68793,USA,2015-05-12,0.0,0.0,0.0,0.0,0.0
GSE68790,USA,2015-05-12,0.0,0.0,0.0,0.0,0.0
GSE68759,FIN,2015-05-11,0.0,0.0,0.0,0.0,0.0
GSE58697,FRA,2014-06-20,0.96875,0.0,0.2603472651469003,0.0,3.4269445302938006
GSE53232,NLD,2013-12-11,0.0,0.0,0.0,0.0,0.0
GSE68744,CAN,2015-05-11,0.0,0.0,0.0,0.0,0.0
GSE68735,USA,2015-05-11,0.0,0.0,0.0,0.0,0.0
GSE66099,USA,2015-02-23,0.0,0.0,0.0,0.0,0.0
GSE68661,USA,2015-05-07,0.0,0.0,0.0,0.0,0.0
GSE68606,USA,2015-05-06,0.0,0.0,0.0,0.0,0.0
GSE68600,USA,2015-05-06,1.0,0.0,0.0,0.0,3.0
GSE63605,USA,2014-11-21,0.0,0.0,0.0,0.0,0.0
GSE68555,USA,2015-05-05,0.0,0.0,0.0,0.0,0.0
GSE68468,USA,2015-05-01,0.0,0.0,0.0,0.0,0.0
GSE68465,USA,2015-05-01,0.0,0.6796536796536796,0.0,0.7925066022972256,3.5111213209119443
GSE61374,DEU,2014-09-12,0.0,0.0,0.0,0.0,0.0
GSE68387,CHE,2011-12-13,0.0,0.0,0.0,0.0,0.0
GSE68310,USA,2015-04-27,0.0,0.0,0.0,0.0,0.0
GSE68015,USA,2015-04-17,0.0,0.0,0.0,0.0,0.0
GSE66229,USA,2014-10-10,0.0,0.0,0.0,0.0,0.0
GSE62254,USA,2014-10-10,0.0,0.0,0.0,0.0,0.0
GSE62117,GBR,2014-10-07,0.0,0.0,0.0,0.0,0.0
GSE51175,CAN,2013-09-25,0.0,0.0,0.0,0.0,0.0
GSE53543,USA,2013-12-20,0.0,0.0,0.0,0.0,0.0
GSE56803,USA,2014-04-15,0.0,0.0,0.0,0.0,0.0
GSE63580,SWE,2014-11-21,0.0,0.0,0.0,0.0,0.0
GSE63552,SWE,2014-11-21,0.0,0.0,0.0,0.0,0.0
GSE43974,NLD,2013-01-31,0.0,0.0,0.0,0.0,0.0
GSE67472,USA,2015-03-31,0.0,0.0,0.0,0.0,0.0
GSE65904,SWE,2015-02-12,0.0,0.0,0.0,0.0,0.0
GSE59595,ITA,2014-07-18,0.0,0.0,0.0,0.0,0.0
GSE59590,ITA,2014-07-18,0.0,0.0,0.0,0.0,0.0
GSE56851,USA,2012-01-10,0.0,0.0,0.0,0.0,0.0
GSE34982,USA,2012-01-10,0.0,0.0,0.0,0.0,0.0
GSE55762,USA,2014-03-10,0.0,0.0,0.0,0.0,0.0
GSE52319,USA,2013-11-12,0.0,0.0,0.0,0.0,0.0
GSE45329,USA,2013-03-20,0.0,0.0,0.0,0.0,0.0
GSE66708,USA,2015-02-28,0.0,0.0,0.0,0.0,0.0
GSE66705,USA,2015-03-09,0.0,0.0,0.0,0.0,0.0
GSE66702,USA,2015-03-09,0.0,0.0,0.0,0.0,0.0
GSE42133,USA,2012-11-08,0.0,0.0,0.0,0.0,0.0
GSE52980,USA,2013-10-31,0.0,0.0,0.0,0.0,0.0
GSE64664,USA,2015-01-02,0.0,0.0,0.0,0.0,0.0
GSE63898,USA,2014-12-05,0.0,0.0,0.0,0.0,0.0
GSE40774,USA,2012-09-11,0.0,0.0,0.0,0.0,0.0
GSE56311,USA,2014-03-27,0.0,0.0,0.0,0.0,0.0
GSE66354,USA,2015-02-27,0.0,0.0,0.0,0.0,0.0
GSE64814,USA,2014-12-04,0.0,0.0,0.0,0.0,0.0
GSE57025,USA,2014-04-23,0.0,0.0,0.0,0.0,0.0
GSE56602,USA,2014-04-08,0.0,0.0,0.0,0.0,0.0
GSE66175,USA,2013-04-16,0.0,0.0,0.0,0.0,0.0
GSE49697,ITA,2013-08-09,0.0,0.0,0.0,0.0,0.0
GSE65575,USA,2015-02-03,0.0,0.0,0.0,0.0,0.0
GSE62950,USA,2014-11-04,0.0,0.0,0.0,0.0,0.0
GSE47592,GBR,2013-05-17,0.0,0.0,0.0,0.0,0.0
GSE58212,NOR,2014-06-04,0.0,0.0,0.0,0.0,0.0
GSE40736,USA,2012-09-04,0.0,0.0,0.0,0.0,0.0
GSE40732,USA,2012-09-10,0.0,0.0,0.0,0.0,0.0
GSE53922,JPN,2014-01-08,0.0,0.0,0.0,0.0,0.0
GSE58215,NOR,2014-06-04,0.0,0.0,0.0,0.0,0.0
GSE60491,USA,2014-08-18,0.0,0.0,0.0,0.0,0.0
GSE65270,CAN,2015-01-26,0.0,0.0,0.0,0.0,0.0
GSE59714,USA,2014-07-21,0.0,0.0,0.0,0.0,0.0
GSE59654,USA,2014-07-22,0.0,0.0,0.0,0.0,0.0
GSE56716,SWE,2014-04-10,0.0,0.0,0.0,0.0,0.0
GSE65216,FRA,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE65212,FRA,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE65194,FRA,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE65219,FIN,2012-08-24,0.0,0.0,0.0,0.0,0.0
GSE65218,FIN,2015-01-22,0.0,0.0,0.0,0.0,0.0
GSE62246,USA,2014-09-30,0.0,0.0,0.0,0.0,0.0
GSE58235,NLD,2014-06-04,0.0,0.0,0.0,0.0,0.0
GSE28654,ITA,2011-04-15,1.0,0.0,0.47027806759945434,0.0,3.940556135198909
GSE62376,USA,2014-10-14,0.0,0.0,0.0,0.0,0.0
GSE53963,USA,2014-01-09,0.0,0.0,0.0,0.0,0.0
GSE64711,USA,2015-01-06,1.0,0.0,0.04305234377649936,0.0,3.0861046875529987
GSE58831,GBR,2014-06-25,0.0,0.0,0.0,0.0,0.0
GSE53792,CHN,2014-01-03,0.0,0.0,0.0,0.0,0.0
GSE62627,USA,2014-10-22,0.0,0.0,0.0,0.0,0.0
GSE61635,USA,2014-09-22,0.0,0.0,0.0,0.0,0.0
GSE57345,USA,2014-05-06,0.0,0.0,0.0,0.0,0.0
GSE57338,USA,2014-05-06,0.0,0.0,0.0,0.0,0.0
GSE54629,FRA,2014-02-03,0.0,0.0,0.0,0.0,0.0
GSE60789,SWE,2014-08-26,0.0,0.0,0.0,0.0,0.0
GSE57715,SWE,2014-05-15,0.0,0.0,0.0,0.0,0.0
GSE51029,DEU,2013-09-20,0.0,0.0,0.0,0.0,0.0
GSE42334,USA,2012-11-08,0.0,0.0,0.0,0.0,0.0
GSE58133,ITA,2014-05-30,0.0,0.0,0.0,0.0,0.0
GSE55092,USA,2014-02-18,0.0,0.0,0.0,0.0,0.0
GSE53515,DNK,2013-12-19,0.0,0.0,0.0,0.0,0.0
GSE63058,CHE,2014-11-05,0.0,0.0,0.0,0.0,0.0
GSE56754,USA,2014-04-11,0.0,0.0,0.0,0.0,0.0
GSE57958,SGP,2014-05-24,0.0,0.0,0.0,0.0,0.0
GSE63885,POL,2014-12-05,0.0,0.0,0.0,0.0,0.0
GSE63881,SGP,2014-12-04,0.0,0.0,0.0,0.0,0.0
GSE63808,DEU,2014-12-15,0.0,0.0,0.0,0.0,0.0
GSE63741,DEU,2014-12-01,0.0,0.0,0.0,0.0,0.0
GSE62872,USA,2014-10-30,0.0,0.0,0.0,0.0,0.0
GSE61672,USA,2014-09-23,0.6153846153846154,0.0,0.16565703800339682,0.0,2.17746792216064
GSE59368,USA,2014-07-14,0.0,0.0,0.0,0.0,0.0
GSE59000,USA,2014-05-27,0.0,0.0,0.0,0.0,0.0
GSE58636,GBR,2014-06-18,0.0,0.0,0.0,0.0,0.0
GSE54497,GBR,2014-01-28,0.0,0.0,0.0,0.0,0.0
GSE52755,JPN,2013-11-26,0.0,0.0,0.0,0.0,0.0
GSE34865,GBR,2012-01-04,0.0,0.0,0.0,0.0,0.0
GSE63614,USA,2014-11-25,0.0,0.0,0.0,0.0,0.0
GSE56580,USA,2014-04-07,0.0,0.0,0.0,0.0,0.0
GSE56047,USA,2014-03-19,0.0,0.0,0.0,0.0,0.0
GSE56045,USA,2014-03-19,0.0,0.0,0.0,0.0,0.0
GSE46681,USA,2012-12-28,0.0,0.0,0.0,0.0,0.0
GSE62667,CAN,2014-10-30,0.0,0.0,0.0,0.0,0.0
GSE63142,USA,2014-11-10,0.0,0.0,0.0,0.0,0.0
